year_id,Grade_id,Location_id,Math Number Tested,Math Mean Scale Score,ELA Number Tested,ELA Mean Scale Score
15,1,10610,47,577.8297729,42,580.5952148
16,1,10610,41,582.487793,39,585.666687
17,1,10610,43,576.1627808,37,581.2432251
10,2,10610,43,284.441864,40,279.7000122
11,2,10610,37,284.5135193,35,268.5142822
12,2,10610,40,295.8999939,38,284.7631531
13,2,10610,40,286.3999939,37,272.6216125
14,2,10610,49,295.0816345,47,287.7872314
15,2,10610,46,592.5217285,44,592.7272949
16,2,10610,51,587.0392456,45,582.8222046
17,2,10610,42,585.5238037,39,586.7948608
10,3,10610,62,284.7903137,62,275.5645142
11,3,10610,60,281.6833191,60,271.0333252
12,3,10610,51,281.3725586,49,271.4081726
13,3,10610,55,279.3272705,54,282.0925903
14,3,10610,48,281.1875,42,283.9047546
15,3,10610,61,584.8852539,59,589.7966309
16,3,10610,62,583.0,60,580.5166626
17,3,10610,53,583.3207397,50,592.4199829
10,4,10610,50,276.8800049,47,278.9574585
11,4,10610,58,289.6896667,58,284.620697
12,4,10610,58,281.0172424,56,273.91070560000003
13,4,10610,51,273.7450867,49,285.7550964
14,4,10610,53,285.4905701,52,296.9423218
15,4,10610,44,590.0454712,42,592.1428833
16,4,10610,58,590.3620605,57,593.0175171
17,4,10610,47,580.9574585,47,592.0425415
10,5,10610,35,296.0571289,33,281.6969604
11,5,10610,49,296.1836853,48,278.1458435
12,5,10610,61,296.3606567,59,289.7627258
13,5,10610,55,274.4363708,55,292.4909058
14,5,10610,41,253.8780518,48,291.6875
15,5,10610,39,586.7692261,50,590.0599976
16,5,10610,47,585.3616943,45,588.0444336
17,5,10610,54,586.222229,53,587.0377197
10,0,10611,132,304.5,131,294.3587646
11,0,10611,134,302.2313538,129,296.0155029
12,0,10611,142,300.2816772,139,293.3021545
13,0,10611,131,297.0076294,130,305.946167
14,0,10611,132,305.2045593,128,312.828125
15,0,10611,146,606.630127,141,608.6737671
16,0,10611,137,601.5109253,134,601.1193848
17,0,10611,96,599.510437,93,598.5376587
10,1,10611,137,300.678833,133,295.9849548
11,1,10611,128,311.96875,126,306.3174744
12,1,10611,127,305.5275574,122,312.5655823
13,1,10611,158,305.5696106,151,308.6688843
14,1,10611,132,307.5151367,126,310.0476074
15,1,10611,124,603.3386841,120,609.1749878
16,1,10611,141,606.6879272,140,606.6643066
17,1,10611,117,601.1624146,112,602.0446167
10,2,10611,131,303.3358765,127,305.2047119
11,2,10611,127,316.881897,124,301.4274292
12,2,10611,131,320.6030579,124,311.75
13,2,10611,130,319.6076965,126,316.1428528
14,2,10611,152,310.6644592,145,311.3034363
15,2,10611,125,597.7839966,119,602.3277588
16,2,10611,117,604.5299072,113,603.8318481
17,2,10611,117,608.4359131,115,604.5739136
10,0,10612,93,278.0429993,90,280.2999878
11,0,10612,103,282.6990356,103,273.2718506
12,0,10612,110,279.845459,106,277.2358398
13,0,10612,94,281.4255371,93,293.7419434
14,0,10612,118,282.1864319,117,289.3504333
15,0,10612,104,594.0384521,105,598.2095337
16,0,10612,87,602.0344849,88,596.9091187
17,0,10612,60,604.9833374,56,599.8392944
10,1,10612,122,296.5655823,118,289.0254211
11,1,10612,92,292.9673767,90,284.0444336
12,1,10612,101,279.1782227,99,275.3131409
13,1,10612,116,281.5430908,113,292.5398254
14,1,10612,93,294.6666565,91,294.3186951
15,1,10612,112,593.1160889,113,590.3717041
16,1,10612,100,601.210022,95,602.5158081
17,1,10612,58,596.7069092,58,594.3965454
10,2,10612,112,279.6696472,110,280.7363586
11,2,10612,129,292.8682251,128,280.3203125
12,2,10612,88,295.1931763,88,282.6704407
13,2,10612,99,285.3939514,96,280.0833435
14,2,10612,109,293.1100769,107,285.5513916
15,2,10612,90,590.5888672,91,595.2857056
16,2,10612,107,594.0841064,106,593.8018799
17,2,10612,65,589.8615112,63,598.9206543
10,0,10613,82,282.1707458,83,286.0481873
11,0,10613,84,285.7619019,85,285.0353088
12,0,10613,82,287.1829224,80,289.25
13,0,10613,106,280.6037598,105,295.0666809
14,0,10613,88,290.3977356,85,296.5646973
15,0,10613,68,589.2794189,68,596.25
16,0,10613,79,584.4303589,79,587.7721558
17,0,10613,55,586.4909058,55,589.9272461
10,1,10613,83,277.6747131,83,283.9156494
11,1,10613,92,275.2934875,92,275.2282715
12,1,10613,80,279.8624878,79,285.8101196
13,1,10613,85,293.0,85,303.7411804
14,1,10613,101,282.4950562,96,304.5208435
15,1,10613,88,597.6818237,85,596.7999878
16,1,10613,70,597.18573,69,593.7536011
17,1,10613,59,587.1694946,61,582.3770752
10,2,10613,77,276.1818237,77,282.1428528
11,2,10613,74,290.0135193,75,276.7866516
12,2,10613,83,291.602417,83,281.9758911
13,2,10613,90,288.6555481,88,287.0795593
14,2,10613,79,298.3797607,77,295.1168823
15,2,10613,98,584.5408325,95,591.010498
16,2,10613,82,588.487793,81,585.9135742
17,2,10613,66,586.2727051,65,596.6153564
10,0,10614,131,291.8702393,127,293.7874146
11,0,10614,138,289.9927673,131,286.2824402
12,0,10614,141,289.2765808,134,284.1194153
13,0,10614,162,289.5246887,158,303.240509
14,0,10614,135,291.4888916,126,297.4364929
15,0,10614,112,599.4821167,110,600.7182007
16,0,10614,127,600.1338501,124,600.4274292
17,0,10614,95,593.4000244,91,596.7692261
10,1,10614,136,290.0514832,133,294.7894592
11,1,10614,123,297.9593506,124,295.612915
12,1,10614,129,291.3178406,125,290.6480103
13,1,10614,137,293.3649597,130,302.1000061
14,1,10614,153,296.4183044,147,302.8299255
15,1,10614,130,596.3307495,125,596.8640137
16,1,10614,114,600.7719116,111,598.5134888
17,1,10614,97,596.2680664,95,599.3894653
10,2,10614,141,286.375885,131,290.8778687
11,2,10614,137,293.7883301,130,283.5153809
12,2,10614,106,306.4151001,101,299.7425842
13,2,10614,130,291.0076904,122,294.5491943
14,2,10614,130,289.6461487,126,283.8571472
15,2,10614,145,591.3862305,147,594.585022
16,2,10614,132,592.8636475,130,593.553833
17,2,10614,109,593.7155762,101,599.2277222
10,3,10615,265,284.652832,248,283.4032288
11,3,10615,246,278.3780518,238,285.5840454
12,3,10615,125,284.0639954,119,284.2773132
13,3,10615,146,274.0684814,139,282.6043091
14,3,10615,145,271.751709,137,283.0145874
15,3,10615,143,585.7971802,136,590.6323242
16,3,10615,103,585.3009644,94,585.3191528
17,3,10615,76,582.7894897,68,591.6911621
10,4,10615,255,277.3058777,249,277.4096375
11,4,10615,256,279.2578125,246,278.5203247
12,4,10615,249,278.1245117,239,278.0585632
13,4,10615,139,281.2445984,131,291.8702393
14,4,10615,141,288.6028442,129,299.0852661
15,4,10615,145,582.5310059,136,592.4338379
16,4,10615,140,580.68573,137,586.7883301
17,4,10615,90,585.8666382,84,597.0714111
10,5,10615,242,283.7685852,235,277.5617065
11,5,10615,261,280.398468,255,275.1647034
12,5,10615,249,286.8674622,238,284.78570560000003
13,5,10615,238,276.949585,230,290.9739075
14,5,10615,146,288.4794617,136,300.2279358
15,5,10615,132,598.3560791,138,596.710144
16,5,10615,137,600.3138428,137,592.7883301
10,0,10616,29,304.5862122,28,296.25
11,0,10616,36,291.777771,36,283.055542
12,0,10616,19,287.421051,20,287.8500061
13,0,10616,28,290.21429439999997,28,300.75
14,0,10616,28,301.28570560000003,29,295.0689697
15,0,10616,22,593.0908813,22,598.6818237
16,0,10616,26,594.4615479,28,598.0714111
17,0,10616,17,600.1176758,15,611.333313
10,1,10616,40,277.25,39,282.3333435
11,1,10616,26,282.9615479,26,288.884613
12,1,10616,32,277.40625,32,303.8125
13,1,10616,22,279.9545593,22,300.1818237
14,1,10616,25,271.6799927,25,293.5599976
15,1,10616,29,594.6551514,28,597.3571167
16,1,10616,24,585.291687,23,592.6956787
17,1,10616,13,579.9230957,14,583.7857056
10,2,10616,36,292.1666565,36,287.9166565
11,2,10616,34,290.0882263,33,276.8181763
12,2,10616,28,303.0714417,27,294.4814758
13,2,10616,32,298.0625,32,301.5625
14,2,10616,18,306.6111145,20,308.2000122
15,2,10616,24,591.291687,25,598.4799805
16,2,10616,25,596.8400269,24,596.291687
17,2,10616,16,599.0625,16,603.9375
10,0,10617,97,274.2474365,96,281.6354065
11,0,10617,80,273.7374878,73,277.8356018
12,0,10617,53,288.7735901,52,280.8461609
13,0,10617,86,284.7558289,82,284.3048706
14,0,10617,72,276.694458,70,290.1428528
15,0,10617,78,588.3204956,74,587.0134888
16,0,10617,62,585.3386841,60,587.333313
17,0,10617,15,597.333313,13,600.1538696
10,1,10617,83,273.0843506,85,283.4823608
11,1,10617,78,266.5256348,76,276.421051
12,1,10617,77,256.2077942,76,267.9736938
13,1,10617,61,271.9016418,60,288.7666626
14,1,10617,80,270.7374878,76,278.25
15,1,10617,59,589.5593262,57,589.1228027
16,1,10617,59,590.0169678,56,588.6964111
17,1,10617,23,588.2174072,23,597.0
10,2,10617,105,263.5904846,105,280.5333252
11,2,10617,70,283.9714355,68,282.8088379
12,2,10617,68,293.3088379,66,280.2575684
13,2,10617,76,275.9605408,74,266.8919067
14,2,10617,66,284.5909119,63,289.0793762
15,2,10617,81,581.5308838,78,579.0640869
16,2,10617,54,590.2036743,53,596.3207397
17,2,10617,28,579.6428833,30,592.333313
10,3,10617,72,298.125,72,286.9583435
10,4,10617,75,283.5066528,75,290.8266602
11,4,10617,66,291.469696,67,284.4029846
10,5,10617,67,286.1343384,66,283.8181763
11,5,10617,72,271.1666565,71,279.2535095
12,5,10617,62,284.1612854,61,283.0819702
10,0,10618,65,278.7230835,64,286.640625
11,0,10618,76,278.1447449,73,264.5479431
12,0,10618,58,273.741394,57,273.0
13,0,10618,51,280.9803772,50,292.2999878
14,0,10618,47,282.5319214,47,286.2978821
15,0,10618,41,584.0244141,40,584.4000244
16,0,10618,27,585.666687,26,587.6923218
17,0,10618,24,572.916687,25,578.1599731
10,1,10618,65,276.2615356,64,274.921875
11,1,10618,64,269.734375,64,276.03125
12,1,10618,67,279.7313538,67,278.8358154
13,1,10618,55,262.4363708,55,280.7636414
14,1,10618,54,266.6296387,50,298.3999939
15,1,10618,43,585.4883423,43,585.6744385
16,1,10618,38,588.8157959,38,582.1578979
17,1,10618,27,574.777771,27,578.4074097
10,2,10618,64,283.875,61,284.7377014
11,2,10618,57,275.4561462,56,265.9821472
12,2,10618,57,284.5614014,56,280.2321472
13,2,10618,56,265.8928528,56,264.58929439999997
14,2,10618,48,284.3541565,46,288.6739197
15,2,10618,46,581.7174072,45,585.5111084
16,2,10618,43,581.4418335,44,584.75
17,2,10618,9,575.111084,10,583.5
10,0,10619,170,301.2882385,170,299.0353088
11,0,10619,153,301.346405,151,291.4172058
12,0,10619,125,296.7600098,123,288.0487671
13,0,10619,147,293.3741455,144,304.25
14,0,10619,127,295.3779602,121,298.3553772
15,0,10619,107,593.9532471,106,594.2641602
16,0,10619,118,596.2626953,116,595.3361816
17,0,10619,108,592.416687,102,598.2745361
10,1,10619,140,298.9928589,139,298.0719299
11,1,10619,159,296.9685669,156,293.0256348
12,1,10619,137,288.5985413,133,287.5939941
13,1,10619,117,289.5469971,116,295.1810303
14,1,10619,143,289.6923218,137,292.0875854
15,1,10619,125,594.0960083,125,593.367981
16,1,10619,107,598.0747681,110,595.4454346
17,1,10619,103,590.1359253,99,589.2120972
10,2,10619,136,304.2794189,134,292.5522461
11,2,10619,140,308.7571411,136,295.9191284
12,2,10619,156,304.9294739,150,295.4533386
13,2,10619,136,296.3161621,134,292.6417847
14,2,10619,116,297.0689697,112,288.27679439999997
15,2,10619,143,592.9160767,136,592.5
16,2,10619,121,597.7107544,117,598.0683594
17,2,10619,96,593.864563,95,599.9368286
10,3,10620,134,280.8358154,131,276.1068726
11,3,10620,160,278.3937378,154,278.4090881
12,3,10620,125,270.4719849,122,277.1557312
13,3,10620,114,272.9298096,101,271.7722778
14,3,10620,136,259.3823547,131,273.3664246
15,3,10620,133,577.0751953,118,583.2373047
16,3,10620,122,578.0,118,578.7711792
17,3,10620,103,580.5145874,97,589.1752319
10,4,10620,191,286.2879639,190,281.8999939
11,4,10620,141,288.1134644,139,283.1582642
12,4,10620,159,279.7798767,152,268.9671021
13,4,10620,127,287.3779602,123,284.42276
14,4,10620,112,284.34820560000003,110,289.5090942
15,4,10620,143,584.007019,136,585.9926758
16,4,10620,136,585.6397095,129,582.8604736
17,4,10620,102,588.9804077,101,593.6039429
10,5,10620,193,273.0880737,185,278.5135193
11,5,10620,171,262.4912415,197,281.8578796
12,5,10620,105,269.0095215,137,282.2919617
13,5,10620,144,259.8611145,162,280.3271484
14,5,10620,134,281.9029846,129,291.658905
15,5,10620,145,590.2758789,132,589.1969604
16,5,10620,130,573.0845947,150,586.1733398
17,5,10620,102,584.7548828,87,590.4712524
10,0,10621,110,272.0636292,109,272.4403687
11,0,10621,107,284.5887756,106,270.71698
12,0,10621,66,274.5454407,64,279.84375
13,0,10621,71,282.12677,68,286.0147095
14,0,10621,72,271.7083435,68,272.3676453
15,0,10621,64,579.109375,63,584.9841309
16,0,10621,56,584.8928833,59,582.5423584
17,0,10621,38,582.9473877,39,584.5897217
10,1,10621,104,277.009613,101,272.9703064
11,1,10621,88,273.2272644,91,270.9120789
12,1,10621,90,286.5333252,89,284.1910095
13,1,10621,66,260.4545593,66,287.6969604
14,1,10621,72,270.25,71,275.3943787
15,1,10621,71,582.8027954,70,587.7714233
16,1,10621,68,581.1470337,64,588.578125
17,1,10621,23,593.0869751,27,591.222229
10,2,10621,120,283.1166687,118,279.1694946
11,2,10621,80,297.25,80,283.1000061
12,2,10621,68,289.4264832,68,272.7205811
13,2,10621,86,279.9651184,86,264.7907104
14,2,10621,68,284.7352905,66,273.0151367
15,2,10621,68,585.6323242,69,590.0869751
16,2,10621,62,585.4193726,61,589.9672241
17,2,10621,33,585.3636475,33,594.8787842
10,0,10622,55,285.5454407,55,286.4727173
11,0,10622,66,297.6060486,67,289.1940308
12,0,10622,43,292.0930176,42,294.7380981
13,0,10622,62,278.2096863,62,294.1290283
14,0,10622,41,281.4634094,41,296.0731812
15,0,10622,52,586.4615479,52,588.4807739
16,0,10622,51,584.9607544,49,581.8163452
17,0,10622,41,585.8780518,41,593.3414917
10,1,10622,53,281.71698,53,285.9433899
11,1,10622,60,269.7000122,60,283.3500061
12,1,10622,65,283.5076904,65,296.0769348
13,1,10622,51,266.4117737,50,296.480011
14,1,10622,61,267.9508057,60,291.4666748
15,1,10622,50,585.7000122,49,590.6938477
16,1,10622,48,584.458313,48,587.854187
17,1,10622,52,577.4615479,52,581.8846436
10,2,10622,67,286.3432922,67,290.6119385
11,2,10622,54,292.5740662,55,293.9272766
12,2,10622,57,285.578949,57,283.421051
13,2,10622,64,284.75,64,292.1875
14,2,10622,51,287.0784302,50,297.1000061
15,2,10622,66,588.2272949,67,594.2835693
16,2,10622,47,585.6170044,48,589.520813
17,2,10622,38,579.3684082,38,589.3421021
10,0,10623,77,297.688324,77,296.2467651
11,0,10623,86,305.2558289,86,298.2674561
12,0,10623,86,310.7558289,85,302.7058716
13,0,10623,90,305.7444458,89,316.5730286
14,0,10623,76,308.4078979,74,316.4324341
15,0,10623,89,591.0561523,87,590.8390503
16,0,10623,68,597.7941284,67,597.0596924
17,0,10623,52,590.8846436,46,593.4782715
10,1,10623,81,310.5061646,81,294.8765564
11,1,10623,79,305.8101196,77,300.3246765
12,1,10623,86,301.4534912,83,303.6385498
13,1,10623,84,304.5,82,310.7804871
14,1,10623,80,301.2250061,79,307.3038025
15,1,10623,79,592.4556885,77,595.4285889
16,1,10623,73,594.9725952,71,595.0563354
17,1,10623,59,594.3728638,55,592.1454468
10,2,10623,90,302.444458,89,300.8089905
11,2,10623,77,309.8441467,78,302.7179565
12,2,10623,73,303.8356018,70,298.8714294
13,2,10623,82,300.1707458,80,297.9375
14,2,10623,78,304.6666565,76,299.0921021
15,2,10623,75,595.0666504,72,598.833313
16,2,10623,84,600.6071167,77,598.0130005
17,2,10623,53,594.0755005,53,594.2453003
10,3,10624,242,289.9627991,235,288.3872375
11,3,10624,225,293.0310974,220,290.5454407
12,3,10624,184,296.3641357,173,289.473999
13,3,10624,177,298.8135681,177,302.4802246
14,3,10624,166,285.4036255,158,287.9303894
15,3,10624,159,592.0440063,152,593.3223877
16,3,10624,162,593.333313,153,596.6601563
17,3,10624,115,591.5130615,108,597.9074097
10,4,10624,223,283.5605469,215,284.4371948
11,4,10624,253,291.0316162,256,286.9140625
12,4,10624,225,294.515564,220,281.095459
13,4,10624,206,304.3786316,200,299.3450012
14,4,10624,180,300.1388855,170,302.0176392
15,4,10624,182,587.7747192,178,593.5899048
16,4,10624,178,596.0280762,170,594.0470581
17,4,10624,114,588.4473877,104,593.8942261
10,5,10624,257,291.1517639,255,288.6509705
11,5,10624,154,275.4934998,221,290.2760315
12,5,10624,185,264.0054016,245,289.889801
13,5,10624,141,279.4751892,223,300.9551697
14,5,10624,206,286.0631104,205,308.4926758
15,5,10624,161,605.5962524,190,602.1263428
16,5,10624,181,599.7514038,175,596.8342896
17,5,10624,140,596.9143066,135,593.1333618
10,0,10625,77,273.0779114,77,281.0389709
11,0,10625,77,268.5324707,76,272.6052551
12,0,10625,67,273.0746155,67,274.5522461
13,0,10625,61,273.9016418,59,288.0169373
14,0,10625,56,273.1071472,54,277.2592468
15,0,10625,46,588.8261108,48,584.604187
16,0,10625,37,585.7838135,37,589.4594727
17,0,10625,34,572.6470337,14,588.4285889
10,1,10625,59,281.2542419,59,282.5932312
11,1,10625,66,286.4242554,66,290.8484802
12,1,10625,67,262.0149231,65,277.7692261
13,1,10625,66,289.7575684,64,301.484375
14,1,10625,57,290.6491089,57,294.7017517
15,1,10625,47,597.7872314,49,596.7958984
16,1,10625,44,599.25,45,596.8444214
17,1,10625,32,569.15625,19,584.8421021
10,2,10625,61,292.1475525,58,291.741394
11,2,10625,55,288.654541,54,283.4259338
12,2,10625,61,282.0163879,63,281.7936401
13,2,10625,63,271.7619019,64,275.609375
14,2,10625,60,277.5499878,61,287.9344177
15,2,10625,58,583.2241211,58,591.2758789
16,2,10625,47,580.6383057,46,584.6087036
17,2,10625,28,580.3214111,12,591.916687
10,3,10625,61,280.6229553,60,281.8999939
11,3,10625,55,277.3818054,55,284.963623
12,3,10625,44,267.1590881,42,285.9285583
13,3,10625,49,267.5918274,49,293.8163147
14,3,10625,46,267.1304321,47,285.3404236
10,4,10625,59,264.5423584,58,266.4827576
11,4,10625,62,275.4032288,63,282.8412781
12,4,10625,54,282.1666565,54,267.9074097
13,4,10625,40,279.8500061,40,293.3500061
14,4,10625,48,273.4166565,51,298.3333435
10,5,10625,51,273.1176453,50,282.4200134
11,5,10625,56,268.41070560000003,56,275.16070560000003
12,5,10625,64,258.640625,63,274.5079346
13,5,10625,52,278.9807739,52,303.365387
14,5,10625,41,272.7073059,40,289.75
10,0,10626,25,291.2799988,26,285.3076782
11,0,10626,37,286.0540466,38,293.0263062
12,0,10626,31,261.9354858,31,261.0645142
13,0,10626,40,280.0499878,40,291.25
14,0,10626,26,314.5384521,27,306.0370483
15,0,10626,32,601.25,30,603.833313
16,0,10626,34,586.5882568,34,584.3529663
17,0,10626,8,619.125,8,620.5
11,1,10626,24,266.2083435,26,280.615387
12,1,10626,36,288.3611145,35,284.7714233
13,1,10626,28,292.46429439999997,29,304.3103333
14,1,10626,37,287.4864807,38,308.8421021
15,1,10626,28,594.7142944,28,601.8928833
16,1,10626,30,584.0333252,29,593.6206665
17,1,10626,17,599.1764526,18,597.833313
12,2,10626,21,270.7619019,21,269.6666565
13,2,10626,37,286.7026978,37,281.1351318
14,2,10626,26,290.8076782,26,288.615387
15,2,10626,35,595.5142822,35,597.5999756
16,2,10626,20,602.5999756,21,608.1428833
17,2,10626,16,607.25,18,602.555542
10,0,10627,39,267.9743652,38,275.5526428
11,0,10627,56,261.1964417,53,259.5094299
12,0,10627,33,273.8484802,28,280.03570560000003
13,0,10627,34,277.0882263,36,280.8888855
14,0,10627,42,278.4285583,41,288.3414612
15,0,10627,30,581.666687,29,590.4827881
16,0,10627,29,587.5516968,32,588.0
17,0,10627,26,579.8846436,23,587.0869751
10,1,10627,49,265.9183655,47,264.0212708
11,1,10627,42,274.5,41,276.1951294
12,1,10627,53,271.5848999,53,273.4905701
13,1,10627,35,276.8285828,33,291.9090881
14,1,10627,29,305.9310303,29,308.5172424
15,1,10627,44,597.2045288,44,593.8863525
16,1,10627,31,592.9031982,31,596.0645142
17,1,10627,37,593.0810547,35,592.8285522
10,2,10627,61,269.7704773,59,271.0508423
11,2,10627,42,268.8809509,43,272.4651184
12,2,10627,36,290.4166565,35,280.8571472
13,2,10627,45,274.3999939,44,275.1136475
14,2,10627,30,276.5666809,29,279.7241516
15,2,10627,33,583.7272949,33,588.6363525
16,2,10627,44,581.9545288,41,586.4634399
17,2,10627,34,585.8529663,34,595.2058716
10,4,10627,51,280.3921509,50,271.7799988
10,5,10627,35,278.7428589,32,273.625
11,5,10627,47,276.7659607,47,274.6383057
10,0,10628,132,282.0833435,129,289.2092896
11,0,10628,109,276.5321045,107,283.6261597
12,0,10628,106,276.93396,103,286.4174805
13,0,10628,101,279.8514709,101,295.8316956
14,0,10628,100,287.0799866,99,291.2121277
15,0,10628,87,590.6781616,87,589.6091919
16,0,10628,89,588.2921143,88,587.8977051
17,0,10628,76,594.4342041,73,593.4794312
10,1,10628,89,291.5056152,87,290.1264343
11,1,10628,117,285.5812073,114,291.0087585
12,1,10628,95,282.0,93,285.7526855
13,1,10628,98,286.5612183,95,296.7263184
14,1,10628,93,282.3548279,90,298.7333374
15,1,10628,87,587.2988281,89,588.1685181
16,1,10628,78,587.4871826,77,586.2857056
17,1,10628,64,586.34375,63,582.1270142
10,2,10628,91,288.8241882,88,292.6363525
11,2,10628,82,300.6341553,80,293.2000122
12,2,10628,95,295.2420959,95,289.4315796
13,2,10628,97,290.9587708,94,290.627655
14,2,10628,96,300.71875,95,291.5263062
15,2,10628,82,594.7316895,80,593.1875
16,2,10628,94,594.3723145,92,590.7608643
17,2,10628,80,589.8125,77,592.4155884
10,0,10629,112,291.4910583,114,288.9824524
11,0,10629,93,287.3333435,94,287.1595764
12,0,10629,100,285.1799927,101,290.6435547
13,0,10629,84,272.6428528,85,285.7529297
14,0,10629,95,289.336853,93,298.3978577
15,0,10629,76,596.0263062,77,597.6233521
16,0,10629,74,600.3648682,69,601.4202881
17,0,10629,45,600.7555542,44,601.1818237
10,1,10629,102,303.8137207,102,292.8039246
11,1,10629,109,305.7522888,106,305.28302
12,1,10629,105,294.7238159,104,292.0673218
13,1,10629,108,281.7685242,108,294.6296387
14,1,10629,78,280.6794739,80,288.4624939
15,1,10629,90,592.0999756,94,592.7021484
16,1,10629,65,596.0307617,63,595.7301636
17,1,10629,46,593.6956787,47,592.7446899
10,2,10629,119,288.3193359,119,292.2941284
11,2,10629,101,312.0791931,101,304.3267212
12,2,10629,100,309.4700012,100,303.230011
13,2,10629,100,283.0799866,102,284.7352905
14,2,10629,99,296.0202026,103,294.6116638
15,2,10629,70,592.0,71,592.3521118
16,2,10629,89,591.7752686,86,592.1046753
17,2,10629,59,592.0,65,593.7692261
10,3,10630,126,287.3730164,126,297.4206238
11,3,10630,114,284.6052551,115,297.530426
12,3,10630,101,275.9801941,102,286.1176453
13,3,10630,96,284.21875,94,292.6489258
14,3,10630,111,268.2702637,114,280.8596497
15,3,10630,118,580.5593262,117,588.9316406
16,3,10630,78,586.0769043,78,588.7179565
17,3,10630,53,577.3018799,52,588.0961304
10,4,10630,125,287.6960144,125,293.1199951
11,4,10630,119,287.9327698,118,302.0678101
12,4,10630,106,296.8962402,106,297.3962402
13,4,10630,103,284.7864075,103,291.8349609
14,4,10630,95,278.4736938,97,300.9278259
15,4,10630,118,588.3728638,118,593.9745483
16,4,10630,117,586.8034058,118,591.4237061
17,4,10630,46,585.4347534,48,594.645813
10,5,10630,132,292.1818237,131,294.3435059
11,5,10630,59,271.9491577,122,300.6065674
12,5,10630,78,280.9743652,123,299.8048706
13,5,10630,66,293.5,96,309.5416565
14,5,10630,94,288.2553101,95,303.3789368
15,5,10630,106,597.0,105,600.0856934
16,5,10630,121,586.7520752,120,592.4000244
11,3,10631,70,266.3143005,73,281.8219299
12,3,10631,75,271.0133362,74,279.6756897
13,3,10631,60,285.9666748,60,296.8833313
14,3,10631,63,263.0317383,64,283.4375
15,3,10631,54,589.388916,56,597.3392944
16,3,10631,72,580.694458,74,586.8513794
17,3,10631,43,584.8372192,44,598.25
12,4,10631,61,263.3278809,63,272.2539673
13,4,10631,65,259.9230652,65,296.9846191
14,4,10631,55,276.8908997,56,306.7678528
15,4,10631,77,582.7012939,78,595.4487305
16,4,10631,58,596.5344849,59,598.1864624
17,4,10631,32,584.25,35,602.0571289
13,5,10631,58,269.2930908,60,292.5333252
14,5,10631,59,267.5762634,60,302.8999939
15,5,10631,68,591.6470337,69,599.7825928
16,5,10631,71,592.2957764,70,598.1714478
17,5,10631,51,579.0392456,57,596.1929932
10,3,10632,71,313.1831055,71,302.3380432
11,3,10632,66,298.1818237,66,297.3636475
12,3,10632,64,309.359375,63,305.8254089
13,3,10632,67,284.1044922,67,292.6716309
14,3,10632,77,291.0389709,76,291.8947449
15,3,10632,70,604.9285889,70,602.5
16,3,10632,66,598.8181763,66,598.4697266
17,3,10632,76,588.5657959,77,601.8701172
10,4,10632,49,319.6122437,49,312.959198
11,4,10632,70,308.7000122,70,306.7000122
12,4,10632,67,308.3731384,67,291.0149231
13,4,10632,68,317.3823547,67,310.9403076
14,4,10632,67,298.4029846,68,304.9852905
15,4,10632,69,597.8405762,71,598.9295654
16,4,10632,63,604.2539673,64,604.359375
17,4,10632,76,590.8815918,75,602.1199951
10,5,10632,45,317.0888977,45,307.5111084
11,5,10632,45,322.6666565,45,312.7333374
12,5,10632,63,317.2539673,62,304.4838562
13,5,10632,67,307.5522461,67,307.0895386
14,5,10632,75,311.7333374,75,318.0
15,5,10632,39,595.6153564,64,595.625
16,5,10632,52,603.8461304,73,601.3972778
17,5,10632,45,588.0888672,71,600.9859009
10,3,10633,90,271.555542,91,279.9890137
11,3,10633,77,284.0779114,77,292.8052063
12,3,10633,79,268.759491,79,279.1012573
13,3,10633,75,277.2533264,75,285.0799866
14,3,10633,78,274.4102478,78,283.2692261
15,3,10633,72,588.222229,72,589.708313
16,3,10633,69,585.8840332,69,587.9130249
17,3,10633,46,580.9347534,43,592.2790527
11,4,10633,81,276.0123596,82,283.4634094
12,4,10633,73,281.0411072,73,285.7397156
13,4,10633,70,270.1285706,70,288.7571411
14,4,10633,63,282.8571472,65,306.2307739
15,4,10633,81,586.3457031,82,596.7073364
16,4,10633,68,590.9264526,68,595.4117432
17,4,10633,55,583.3272705,63,596.7142944
12,5,10633,73,283.1917725,72,289.1111145
13,5,10633,71,298.4929504,70,300.0714417
14,5,10633,68,287.6764832,69,289.5072327
15,5,10633,58,594.5516968,58,596.5172119
16,5,10633,83,597.8915405,83,595.3614502
17,5,10633,62,586.7096558,66,591.5908813
10,3,10634,86,309.6976624,86,300.9767456
11,3,10634,101,309.2277222,102,308.431366
12,3,10634,100,295.7600098,100,305.0400085
13,3,10634,107,306.1869202,107,307.3831787
14,3,10634,112,290.4285583,112,303.7053528
15,3,10634,103,591.7087402,107,600.7009277
16,3,10634,106,596.5188599,107,597.3084106
17,3,10634,47,591.3191528,49,595.3265381
10,4,10634,98,303.6326599,98,302.7346802
11,4,10634,84,313.0952454,84,308.6904907
12,4,10634,97,312.3814392,97,303.65979
13,4,10634,99,300.8989868,99,303.9797974
14,4,10634,101,312.1287231,102,312.0294189
15,4,10634,111,592.189209,113,601.6813965
16,4,10634,103,590.9805908,104,598.5769043
17,4,10634,52,590.3269043,59,606.4067993
10,5,10634,96,304.3645935,96,298.4375
